Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Field_remarks	General_remarks
2014-09-03	Sal6	C	0	0	17	37	-9999	-9999	NA	Finished	No remarks
2014-09-03	Sal7	D	0	1	46	45	-9999	-9999	NA	No remarks	No remarks
2014-09-09	Sal7	D	0	0	0	61	-9999	-9999	NA	No remarks	No remarks
2014-09-09	Sal7	A	0	0	0	50	-9999	-9999	NA	No remarks	No remarks
2014-09-09	Sal7	B	0	0	3	41	-9999	-9999	NA	No remarks	No remarks
2014-09-09	Sal7	C	0	0	1	51	-9999	-9999	NA	No remarks	No remarks
2015-06-10	Sal1	A	100	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-10	Sal1	B	100	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-10	Sal1	C	100	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-10	Sal1	D	41	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal1	D	100	0	2	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal4	A	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal4	B	0	0	0	0	-9999	-9999	NA	Snow covered	No remarks
2015-06-16	Sal4	C	0	0	0	0	-9999	-9999	NA	Snow covered	No remarks
2015-06-16	Sal1	A	97	0	6	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal1	B	97	0	3	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal1	C	114	2	4	0	-9999	-9999	NA	No remarks	No remarks
2015-06-16	Sal4	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal3	A	27	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal3	B	65	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal3	C	139	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal3	D	139	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal1	A	9	43	66	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal1	B	15	38	57	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal1	C	4	71	39	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal1	D	9	52	40	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal4	A	100	0	1	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal4	B	12	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal4	C	1	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-23	Sal4	D	71	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal1	A	1	42	72	0	-9999	-9999	NA	Soon total ready	No remarks
2015-06-30	Sal1	B	1	49	86	0	-9999	-9999	NA	Soon total ready	No remarks
2015-06-30	Sal1	C	3	67	44	0	-9999	-9999	NA	Soon total ready	No remarks
2015-06-30	Sal1	D	1	46	61	0	-9999	-9999	NA	Soon total ready	No remarks
2015-06-30	Sal4	A	0	72	37	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal4	B	96	0	11	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal4	C	75	19	14	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal4	D	54	23	32	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal3	A	6	3	49	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal3	B	1	39	63	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal3	C	2	104	20	0	-9999	-9999	NA	No remarks	No remarks
2015-06-30	Sal3	D	83	29	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal1	C	14	563	744	0	570	751	TOTALCOUNT	With strings	No remarks
2015-07-08	Sal1	D	9	373	543	0	-9999	-9999	NA	With strings	No remarks
2015-07-08	Sal1	D	9	373	543	0	377.5	547.5	TOTALCOUNT	With strings	No remarks
2015-07-08	Sal2	A	61	4	42	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal3	A	1	4	64	0	4.5	64.5	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal3	B	0	39	64	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal3	B	0	39	70	0	39	70	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal3	C	0	64	41	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal4	B	2	102	44	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal4	C	2	56	51	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal4	D	11	72	47	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal5	A	63	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal5	B	106	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal1	A	1	45	57	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal1	A	4	497	625	0	499	627	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal1	B	3	43	83	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal1	B	18	545	905	0	554	914	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal1	C	0	53	50	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal2	B	62	7	36	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal2	C	99	0	7	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal2	D	92	0	12	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal3	A	1	4	64	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal3	C	2	168	51	0	169	52	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal3	D	0	100	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal3	D	0	198	46	0	198	46	TOTALCOUNT	No remarks	No remarks
2015-07-08	Sal4	A	0	84	33	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal5	C	82	0	1	0	-9999	-9999	NA	No remarks	No remarks
2015-07-08	Sal5	D	105	0	1	0	-9999	-9999	NA	No remarks	No remarks
2015-07-11	Sal4	C	12	279	148	0	285	154	TOTALCOUNT	No remarks	No remarks
2015-07-11	Sal4	D	11	376	379	0	381.5	384.5	TOTALCOUNT	No remarks	No remarks
2015-07-11	Sal4	A	14	440	209	0	447	216	TOTALCOUNT	No remarks	No remarks
2015-07-11	Sal4	B	8	542	334	0	546	338	TOTALCOUNT	No remarks	No remarks
2015-07-13	Sal1	A	1	34	96	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal1	B	0	40	78	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal2	C	53	8	48	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal2	D	34	46	43	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal3	A	1	11	58	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal3	B	0	37	75	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal4	C	1	77	44	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal4	D	2	44	62	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal5	A	69	11	21	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal5	B	107	4	32	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal5	C	50	7	10	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal6	D	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal1	C	0	70	52	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal1	D	0	39	64	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal2	A	13	37	58	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal2	B	9	34	74	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal3	C	0	57	48	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal3	D	0	137	3	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal4	A	0	83	51	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal4	B	2	98	21	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal5	D	56	26	21	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal6	A	6	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal6	B	12	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-13	Sal6	C	2	0	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal1	A	1	21	86	3	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal1	B	0	46	70	1	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal1	C	0	61	47	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal2	D	6	68	57	0	-9999	-9999	NA	Plot ready for total	No remarks
2015-07-20	Sal3	A	0	5	47	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal3	B	0	30	60	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal3	C	0	51	49	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal4	D	2	50	58	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal5	A	3	40	59	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal5	B	0	43	60	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal5	C	3	69	38	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal5	D	2	87	48	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal7	A	13	18	2	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal7	B	0	0	2	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal7	C	1	0	1	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal7	D	9	6	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal1	D	2	56	64	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal2	A	1	41	63	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal2	B	1	45	74	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal2	C	2	76	27	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal3	D	0	116	2	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal4	A	1	93	41	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal4	B	3	76	22	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal4	C	4	42	69	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal6	A	71	3	33	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal6	B	85	8	8	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal6	C	72	12	31	0	-9999	-9999	NA	No remarks	No remarks
2015-07-20	Sal6	D	44	28	32	0	-9999	-9999	NA	No remarks	No remarks
2015-07-26	Sal2	A	10	105	244	1	110	250	TOTALCOUNT	No remarks	No remarks
2015-07-26	Sal2	B	18	241	279	1	250	289	TOTALCOUNT	No remarks	No remarks
2015-07-26	Sal2	C	23	243	295	0	254.5	306.5	TOTALCOUNT	No remarks	No remarks
2015-07-26	Sal2	D	19	158	224	0	167.5	233.5	TOTALCOUNT	No remarks	No remarks
2015-07-27	Sal1	A	0	8	92	1	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal1	B	0	30	86	1	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal1	C	0	56	75	1	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal1	D	0	39	61	2	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal3	B	0	31	70	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal3	C	0	52	57	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal3	D	0	112	3	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal4	A	0	74	37	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal5	B	0	35	67	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal5	C	0	64	36	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal5	D	0	56	50	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal6	A	7	53	63	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal7	B	0	8	3	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal7	C	1	4	3	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal7	D	0	11	0	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal2	A	0	36	69	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal2	B	1	30	73	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal2	C	0	41	68	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal2	D	1	42	63	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal3	A	0	7	63	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal4	B	2	77	45	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal4	C	3	34	73	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal4	D	0	48	62	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal5	A	2	36	65	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal6	B	3	52	47	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal6	C	9	52	44	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal6	D	8	45	50	0	-9999	-9999	NA	No remarks	No remarks
2015-07-27	Sal7	A	1	41	5	0	-9999	-9999	NA	No remarks	No remarks
2015-07-28	Sal5	A	4	100	213	0	102	215	TOTALCOUNT	No remarks	No remarks
2015-07-28	Sal5	B	5	146	190	0	148.5	192.5	TOTALCOUNT	No remarks	No remarks
2015-07-28	Sal5	C	3	145	92	0	146.5	93.5	TOTALCOUNT	No remarks	No remarks
2015-07-28	Sal5	D	10	133	211	0	138	216	TOTALCOUNT	No remarks	No remarks
2015-07-30	Sal6	C	6	55	131	0	58	134	TOTALCOUNT	No remarks	No remarks
2015-07-30	Sal6	D	1	129	38	0	129.5	38.5	TOTALCOUNT	No remarks	No remarks
2015-07-30	Sal6	A	15	108	137	0	115.5	144.5	TOTALCOUNT	No remarks	No remarks
2015-07-30	Sal6	B	5	186	105	0	188.5	107.5	TOTALCOUNT	No remarks	No remarks
2015-08-03	Sal1	A	0	5	96	11	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal1	B	0	31	72	4	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal2	C	1	32	86	1	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal2	D	4	30	75	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal3	A	0	5	64	1	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal3	B	0	28	75	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal4	C	2	21	76	4	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal4	D	1	38	70	7	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal5	A	2	21	82	2	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal5	B	0	44	71	1	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal5	C	0	63	40	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal6	D	0	31	66	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal7	A	2	21	8	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal7	B	0	5	3	0	-9999	-9999	NA	Ready for total. many leaf, very few flowers	No remarks
2015-08-03	Sal7	C	0	1	4	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal1	C	0	16	96	14	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal1	D	0	19	103	8	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal2	A	0	20	86	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal2	B	0	15	89	2	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal3	C	0	59	47	2	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal3	D	0	100	3	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal4	A	0	94	49	3	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal4	B	1	56	49	2	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal5	D	2	35	72	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal6	A	5	42	63	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal6	B	1	54	53	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal6	C	0	61	46	0	-9999	-9999	NA	No remarks	No remarks
2015-08-03	Sal7	D	0	7	5	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal1	D	0	0	75	31	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal2	A	0	7	86	7	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal2	B	2	2	98	5	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal2	C	0	16	84	2	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal3	D	0	102	2	1	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal4	A	0	29	75	5	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal4	B	0	31	66	3	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal4	C	0	7	91	2	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal4	D	0	22	76	2	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal6	A	5	20	75	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal6	B	1	57	41	1	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal6	C	0	37	62	1	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal6	D	0	26	56	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal1	A	0	0	76	28	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal1	B	0	0	84	34	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal1	C	0	7	76	27	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal2	D	3	19	78	9	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal3	A	1	3	55	8	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal3	B	0	22	67	4	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal3	C	0	57	50	2	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal5	A	3	22	75	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal5	B	1	26	73	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal5	C	0	28	71	1	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal5	D	1	90	16	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal7	A	0	19	11	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal7	B	0	3	3	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal7	C	0	1	1	0	-9999	-9999	NA	No remarks	No remarks
2015-08-10	Sal7	D	0	7	6	0	-9999	-9999	NA	No remarks	No remarks
2015-08-17	Sal1	A	0	0	79	25	-9999	-9999	NA	No remarks	No remarks
2015-08-17	Sal1	B	0	21	62	19	-9999	-9999	NA	No remarks	No remarks
2015-08-17	Sal1	C	0	47	40	13	-9999	-9999	NA	No remarks	No remarks
2015-08-17	Sal1	D	0	15	65	21	-9999	-9999	NA	No remarks	No remarks
2015-08-17	Sal3	A	0	1	58	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal3	B	0	27	66	5	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal3	C	1	42	66	1	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal3	D	0	84	29	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal4	A	0	49	54	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal5	B	0	34	79	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal5	C	0	42	59	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal5	D	0	39	62	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal6	A	2	41	68	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	A	0	22	11	0	22	11	TOTALCOUNT	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	B	0	0	7	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	B	0	0	7	0	0	7	TOTALCOUNT	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	C	0	0	3	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal2	A	0	25	77	1	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal2	B	0	27	77	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal2	C	1	31	79	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal2	D	0	46	58	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal4	B	0	66	36	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal4	C	0	30	67	3	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal4	D	0	27	74	3	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal5	A	0	21	84	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal6	B	0	41	59	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal6	C	0	41	61	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal6	D	0	28	75	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	A	0	22	11	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	C	0	0	3	0	0	3	TOTALCOUNT	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	D	0	6	9	0	-9999	-9999	NA	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-17	Sal7	D	0	6	9	0	6	9	TOTALCOUNT	Due to heavy rain the previous week and a watersoaked subplot it was difficult to distinguish new and old male catkins	No remarks
2015-08-24	Sal1	C	0	56	0	44	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal1	D	0	16	3	83	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal2	A	0	24	60	18	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal2	B	0	30	70	11	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal3	C	0	33	5	65	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal3	D	0	103	5	20	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal4	A	0	44	12	52	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal4	B	0	46	25	39	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal5	C	1	43	57	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal5	D	0	53	46	3	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal6	A	2	34	66	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal6	B	0	43	58	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal7	D	0	7	8	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal1	A	0	27	0	86	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal1	B	0	24	4	76	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal2	C	0	43	52	20	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal2	D	0	40	48	17	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal3	A	0	6	3	54	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal3	B	0	27	0	74	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal4	C	0	39	18	48	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal4	D	0	33	18	59	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal5	A	1	26	76	1	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal5	B	0	31	84	7	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal6	C	0	36	64	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal6	D	0	27	75	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal7	A	0	16	8	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal7	B	0	0	2	0	-9999	-9999	NA	No remarks	No remarks
2015-08-24	Sal7	C	0	1	4	0	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal2	A	0	17	8	89	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal2	B	0	2	4	61	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal2	C	0	3	6	85	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal5	D	0	4	7	84	-9999	-9999	NA	Finished	No remarks
2015-09-01	Sal6	A	1	7	61	10	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal6	B	0	13	60	13	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal6	C	0	0	42	7	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal7	D	0	0	1	1	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal2	D	0	11	6	61	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal5	A	0	0	12	55	-9999	-9999	NA	Finished	No remarks
2015-09-01	Sal5	B	0	10	14	70	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal5	C	0	4	1	46	-9999	-9999	NA	Finished	No remarks
2015-09-01	Sal6	D	0	4	44	19	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal7	A	0	0	3	2	-9999	-9999	NA	No remarks	No remarks
2015-09-01	Sal7	B	0	0	1	1	-9999	-9999	NA	No remarks	No remarks
