Date	Photo_no	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2016-07-12	SIL2_160712	SIL2	C	0	1	0	0	50	50	-9999	No remarks
2016-07-12	SIL2_160712	SIL2	D	0	1	0	0	50	50	-9999	No remarks
2016-07-12	SIL3_160712	SIL3	A	0	1	0	0	50	50	-9999	No remarks
2016-07-12	SIL3_160712	SIL3	B	0	1	0	0	29	29	-9999	No remarks
2016-07-12	SIL3_160712	SIL3	C	0	1	0	0	50	50	-9999	No remarks
2016-07-12	SIL3_160712	SIL3	D	0	1	0	0	50	50	-9999	No remarks
2016-07-14	SIL4_160712	SIL4	A	0	-9999	0	0	0	137	137	Total count
2016-07-14	SIL4_160712	SIL4	B	0	-9999	0	0	0	382	382	Total count
2016-07-14	SIL4_160712	SIL4	C	0	-9999	0	0	0	476	476	Total count
2016-07-14	SIL4_160712	SIL4	D	0	-9999	0	0	0	329	329	Total count
2016-07-14	SIL2_160712	SIL2	A	0	-9999	0	0	0	128	128	Total count
2016-07-14	SIL2_160712	SIL2	B	0	-9999	0	0	0	639	639	Total count
2016-07-14	SIL2_160712	SIL2	C	0	-9999	0	0	0	825	825	Total count
2016-07-14	SIL2_160712	SIL2	D	0	-9999	0	0	0	133	133	Total count
2016-07-22	SIL1_160722	SIL1	A	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL1_160722	SIL1	B	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL1_160722	SIL1	C	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL1_160722	SIL1	D	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL4_160722	SIL4	A	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL4_160722	SIL4	B	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL4_160722	SIL4	C	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL4_160722	SIL4	D	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL2_160722	SIL2	A	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL2_160722	SIL2	B	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL2_160722	SIL2	C	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL2_160722	SIL2	D	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL3_160722	SIL3	A	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL3_160722	SIL3	B	0	1	0	0	26	26	-9999	No remarks
2016-07-22	SIL3_160722	SIL3	C	0	1	0	0	50	50	-9999	No remarks
2016-07-22	SIL3_160722	SIL3	D	0	1	0	0	45	45	-9999	No remarks
2016-07-27	SIL1_160727	SIL1	A	0	2	0	0	50	50	-9999	No remarks
2016-07-27	SIL1_160727	SIL1	B	0	2	0	0	50	50	-9999	No remarks
2016-07-27	SIL1_160727	SIL1	C	0	2	0	0	50	50	-9999	No remarks
2016-07-27	SIL1_160727	SIL1	D	0	2	0	0	50	50	-9999	No remarks
2016-07-27	SIL4_160727	SIL4	A	0	1	0	0	50	50	-9999	No remarks
2016-07-27	SIL4_160727	SIL4	B	0	1	0	0	50	50	-9999	No remarks
2016-07-27	SIL4_160727	SIL4	C	0	1	0	0	50	50	-9999	No remarks
2016-07-27	SIL4_160727	SIL4	D	0	1	0	0	50	50	-9999	No remarks
2016-07-27	SIL2_160727	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2016-07-27	SIL2_160727	SIL2	B	0	0	0	0	50	50	-9999	No remarks
2016-07-27	SIL2_160727	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2016-07-27	SIL2_160727	SIL2	D	0	0	0	0	27	27	-9999	No remarks
2016-07-27	SIL3_160727	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2016-07-27	SIL3_160727	SIL3	B	0	0	0	0	24	24	-9999	No remarks
2016-07-27	SIL3_160727	SIL3	C	0	0	0	0	50	50	-9999	No remarks
2016-07-27	SIL3_160727	SIL3	D	0	0	0	0	13	13	-9999	No remarks
2016-08-02	SIL1_160802	SIL1	A	0	2	0	0	50	50	-9999	No remarks
2016-08-02	SIL1_160802	SIL1	B	0	2	0	0	50	50	-9999	No remarks
2016-08-02	SIL1_160802	SIL1	C	0	2	0	0	50	50	-9999	No remarks
2016-08-02	SIL1_160802	SIL1	D	0	2	0	0	50	50	-9999	No remarks
2016-08-02	SIL4_160802	SIL4	A	0	1	0	0	32	32	-9999	No remarks
2016-08-02	SIL4_160802	SIL4	B	0	1	0	0	50	50	-9999	No remarks
2016-08-02	SIL4_160802	SIL4	C	0	1	0	0	50	50	-9999	No remarks
2016-08-02	SIL4_160802	SIL4	D	0	1	0	0	50	50	-9999	No remarks
2016-08-02	SIL2_160802	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2016-08-02	SIL2_160802	SIL2	B	0	0	0	0	50	50	-9999	No remarks
2016-08-02	SIL2_160802	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2016-08-02	SIL2_160802	SIL2	D	0	0	0	0	23	23	-9999	No remarks
2016-08-02	SIL3_160802	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2016-08-02	SIL3_160802	SIL3	B	0	0	0	0	3	3	-9999	No remarks
2016-08-02	SIL3_160802	SIL3	C	0	0	0	0	50	50	-9999	No remarks
2016-08-02	SIL3_160802	SIL3	D	0	0	0	0	19	19	-9999	No remarks
2016-08-13	SIL1_160813	SIL1	A	0	2	0	0	50	50	-9999	No remarks
2016-08-13	SIL1_160813	SIL1	B	0	2	0	0	50	50	-9999	No remarks
2016-08-13	SIL1_160813	SIL1	C	0	2	0	0	50	50	-9999	No remarks
2016-08-13	SIL1_160813	SIL1	D	0	2	0	0	50	50	-9999	No remarks
2016-08-13	SIL4_160813	SIL4	A	0	1	0	0	38	38	-9999	No remarks
2016-08-13	SIL4_160813	SIL4	B	0	1	0	0	50	50	-9999	No remarks
2016-08-13	SIL4_160813	SIL4	C	0	1	0	0	50	50	-9999	No remarks
2016-08-13	SIL4_160813	SIL4	D	0	1	0	0	50	50	-9999	No remarks
2016-08-13	SIL2_160813	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2016-08-13	SIL2_160813	SIL2	B	0	0	0	0	50	50	-9999	No remarks
2016-08-13	SIL2_160813	SIL2	C	0	0	0	0	24	24	-9999	No remarks
2016-08-13	SIL2_160813	SIL2	D	0	0	0	0	13	13	-9999	No remarks
2016-08-13	SIL3_160813	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2016-08-13	SIL3_160813	SIL3	B	0	0	0	0	1	1	-9999	No remarks
2016-08-13	SIL3_160813	SIL3	C	0	0	0	0	50	50	-9999	No remarks
2016-08-13	SIL3_160813	SIL3	D	0	0	0	0	15	15	-9999	No remarks
2016-08-19	NA	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL4	A	0	8	0	0	38	38	-9999	No remarks
2016-08-19	NA	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL2	C	0	8	0	0	24	24	-9999	No remarks
2016-08-19	NA	SIL2	D	0	8	0	0	13	13	-9999	No remarks
2016-08-19	NA	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL3	B	0	8	0	0	1	1	-9999	No remarks
2016-08-19	NA	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2016-08-19	NA	SIL3	D	0	8	0	0	15	15	-9999	No remarks
2016-08-23	SIL1_160823	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL1_160823	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL1_160823	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL1_160823	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL4_160823	SIL4	A	0	8	0	0	38	38	-9999	No remarks
2016-08-23	SIL4_160823	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL4_160823	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL4_160823	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL2_160823	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL2_160823	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL2_160823	SIL2	C	0	8	0	0	24	24	-9999	No remarks
2016-08-23	SIL2_160823	SIL2	D	0	8	0	0	13	13	-9999	No remarks
2016-08-23	SIL3_160823	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL3_160823	SIL3	B	0	8	0	0	1	1	-9999	No remarks
2016-08-23	SIL3_160823	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2016-08-23	SIL3_160823	SIL3	D	0	8	0	0	15	15	-9999	No remarks
2016-09-01	SIL1_160901	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2016-09-01	SIL1_160901	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2016-09-01	SIL1_160901	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2016-09-01	SIL1_160901	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2016-09-01	SIL4_160901	SIL4	A	0	4	0	0	43	43	-9999	No remarks
2016-09-01	SIL4_160901	SIL4	B	0	4	0	0	50	50	-9999	No remarks
2016-09-01	SIL4_160901	SIL4	C	0	4	0	0	50	50	-9999	No remarks
2016-09-01	SIL4_160901	SIL4	D	0	4	0	0	15	15	-9999	No remarks
2016-09-01	SIL2_160901	SIL2	A	0	1	0	0	50	50	-9999	No remarks
2016-09-01	SIL2_160901	SIL2	B	0	1	0	0	50	50	-9999	No remarks
2016-09-01	SIL2_160901	SIL2	C	0	1	0	0	50	50	-9999	Counting error - impossible to distinguish this years senescent flowers from last years
2016-09-01	SIL2_160901	SIL2	D	0	1	0	0	16	16	-9999	No remarks
2016-09-01	SIL3_160901	SIL3	A	0	1	0	0	30	30	-9999	No remarks
2016-09-01	SIL3_160901	SIL3	B	0	1	0	0	2	2	-9999	No remarks
2016-09-01	SIL3_160901	SIL3	C	0	1	0	0	18	18	-9999	No remarks
2016-09-01	SIL3_160901	SIL3	D	0	1	0	0	10	10	-9999	No remarks
2016-09-07	SIL1_160907	SIL1	A	0	7	0	0	50	50	-9999	No remarks
2016-09-07	SIL1_160907	SIL1	B	0	7	0	0	50	50	-9999	No remarks
2016-09-07	SIL1_160907	SIL1	C	0	7	0	0	50	50	-9999	No remarks
2016-09-07	SIL1_160907	SIL1	D	0	7	0	0	50	50	-9999	No remarks
2016-09-07	SIL4_160907	SIL4	A	0	8	0	0	43	43	-9999	No remarks
2016-09-07	SIL4_160907	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2016-09-07	SIL4_160907	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2016-09-07	SIL4_160907	SIL4	D	0	8	0	0	15	15	-9999	No remarks
2016-09-07	SIL2_160907	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2016-09-07	SIL2_160907	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2016-09-07	SIL2_160907	SIL2	C	0	8	0	0	50	50	-9999	Counting error - impossible to distinguish this years senescent flowers from last years
2016-09-07	SIL2_160907	SIL2	D	0	8	0	0	16	16	-9999	No remarks
2016-09-07	SIL3_160907	SIL3	A	0	8	0	0	30	30	-9999	No remarks
2016-09-07	SIL3_160907	SIL3	B	0	8	0	0	2	2	-9999	No remarks
2016-09-07	SIL3_160907	SIL3	C	0	8	0	0	18	18	-9999	No remarks
2016-09-07	SIL3_160907	SIL3	D	0	8	0	0	10	10	-9999	No remarks
2016-09-12	SIL1_160914	SIL1	A	0	7	0	0	0	0	-9999	No remarks
2016-09-12	SIL1_160914	SIL1	B	0	7	0	0	0	0	-9999	No remarks
2016-09-12	SIL1_160914	SIL1	C	0	7	0	0	0	0	-9999	No remarks
2016-09-12	SIL1_160914	SIL1	D	0	7	0	0	0	0	-9999	No remarks
2016-09-12	SIL4_160914	SIL4	A	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL4_160914	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL4_160914	SIL4	C	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL4_160914	SIL4	D	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL2_160914	SIL2	A	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL2_160914	SIL2	B	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL2_160914	SIL2	C	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL2_160914	SIL2	D	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL3_160914	SIL3	A	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL3_160914	SIL3	B	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL3_160914	SIL3	C	0	8	0	0	0	0	-9999	No remarks
2016-09-12	SIL3_160914	SIL3	D	0	8	0	0	0	0	-9999	No remarks
2016-09-20	NA	SIL1	A	0	0	0	0	0	0	-9999	No remarks
2016-09-20	NA	SIL1	B	0	0	0	0	0	0	-9999	No remarks
2016-09-20	NA	SIL1	C	0	0	0	0	0	0	-9999	No remarks
2016-09-20	NA	SIL1	D	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL4_160920	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL4_160920	SIL4	B	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL4_160920	SIL4	C	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL4_160920	SIL4	D	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL2_160920	SIL2	A	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL2_160920	SIL2	B	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL2_160920	SIL2	C	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL2_160920	SIL2	D	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL3_160920	SIL3	A	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL3_160920	SIL3	B	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL3_160920	SIL3	C	0	0	0	0	0	0	-9999	No remarks
2016-09-20	SIL3_160920	SIL3	D	0	0	0	0	0	0	-9999	No remarks
2016-09-28	SIL1_160928	SIL1	A	0	8	0	0	0	0	-9999	No remarks
2016-09-28	SIL1_160928	SIL1	B	0	8	0	0	0	0	-9999	No remarks
2016-09-28	SIL1_160928	SIL1	C	0	8	0	0	0	0	-9999	No remarks
2016-09-28	SIL1_160928	SIL1	D	0	8	0	0	0	0	-9999	No remarks
2016-09-28	SIL4_160928	SIL4	A	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL4_160928	SIL4	B	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL4_160928	SIL4	C	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL4_160928	SIL4	D	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL2_160928	SIL2	A	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL2_160928	SIL2	B	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL2_160928	SIL2	C	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL2_160928	SIL2	D	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL3_160928	SIL3	A	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL3_160928	SIL3	B	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL3_160928	SIL3	C	0	7	0	0	0	0	-9999	No remarks
2016-09-28	SIL3_160928	SIL3	D	0	7	0	0	0	0	-9999	No remarks
2016-10-04	SIL1_161004	SIL1	A	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL1_161004	SIL1	B	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL1_161004	SIL1	C	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL1_161004	SIL1	D	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL4_161004	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL4_161004	SIL4	B	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL4_161004	SIL4	C	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL4_161004	SIL4	D	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL2_161004	SIL2	A	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL2_161004	SIL2	B	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL2_161004	SIL2	C	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL2_161004	SIL2	D	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL3_161004	SIL3	A	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL3_161004	SIL3	B	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL3_161004	SIL3	C	0	0	0	0	0	0	-9999	No remarks
2016-10-04	SIL3_161004	SIL3	D	0	0	0	0	0	0	-9999	No remarks
2017-06-07	SIL1_170607	SIL1	A	75	8	-9999	-9999	-9999	-9999	-9999	No remarks
2017-06-07	SIL1_170607	SIL1	B	100	8	-9999	-9999	-9999	-9999	-9999	No remarks
2017-06-07	SIL1_170607	SIL1	C	100	8	-9999	-9999	-9999	-9999	-9999	No remarks
2017-06-07	SIL1_170607	SIL1	D	98	8	-9999	-9999	-9999	-9999	-9999	No remarks
2017-06-07	SIL4_170607	SIL4	A	5	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL4_170607	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL4_170607	SIL4	C	10	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL4_170607	SIL4	D	50	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL2_170607	SIL2	A	5	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL2_170607	SIL2	B	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL2_170607	SIL2	C	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL2_170607	SIL2	D	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL3_170607	SIL3	A	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL3_170607	SIL3	B	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL3_170607	SIL3	C	0	8	0	0	0	0	-9999	No remarks
2017-06-07	SIL3_170607	SIL3	D	0	8	0	0	0	0	-9999	No remarks
2017-06-13	SIL1_170613	SIL1	A	0	1	0	0	0	0	-9999	No remarks
2017-06-13	SIL1_170613	SIL1	B	0	1	0	0	0	0	-9999	No remarks
2017-06-13	SIL1_170613	SIL1	C	0	1	0	0	0	0	-9999	No remarks
2017-06-13	SIL1_170613	SIL1	D	0	1	0	0	0	0	-9999	No remarks
2017-06-13	SIL4_170613	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2017-06-13	SIL4_170613	SIL4	B	0	0	0	0	0	0	-9999	No remarks
2017-06-13	SIL4_170613	SIL4	C	0	0	0	0	0	0	-9999	No remarks
2017-06-13	SIL4_170613	SIL4	D	0	0	0	0	0	0	-9999	No remarks
2017-06-13	SIL2_170613	SIL2	A	0	0	37	0	0	37	-9999	No remarks
2017-06-13	SIL2_170613	SIL2	B	0	0	12	0	0	12	-9999	No remarks
2017-06-13	SIL2_170613	SIL2	C	0	0	21	0	0	21	-9999	No remarks
2017-06-13	SIL2_170613	SIL2	D	0	0	0	0	0	0	-9999	No remarks
2017-06-13	SIL3_170613	SIL3	A	0	0	50	0	0	50	-9999	No remarks
2017-06-13	SIL3_170613	SIL3	B	0	0	10	0	0	10	-9999	No remarks
2017-06-13	SIL3_170613	SIL3	C	0	0	9	0	0	9	-9999	No remarks
2017-06-13	SIL3_170613	SIL3	D	0	0	22	0	0	22	-9999	No remarks
2017-06-20	SIL1_170620	SIL1	A	0	6	11	0	0	11	-9999	No remarks
2017-06-20	SIL1_170620	SIL1	B	0	6	0	0	0	0	-9999	No remarks
2017-06-20	SIL1_170620	SIL1	C	0	6	0	0	0	0	-9999	No remarks
2017-06-20	SIL1_170620	SIL1	D	0	6	0	0	0	0	-9999	No remarks
2017-06-20	SIL4_170620	SIL4	A	0	2	0	0	0	0	-9999	No remarks
2017-06-20	SIL4_170620	SIL4	B	0	2	50	0	0	50	-9999	No remarks
2017-06-20	SIL4_170620	SIL4	C	0	2	50	0	0	50	-9999	No remarks
2017-06-20	SIL4_170620	SIL4	D	0	2	1	0	0	1	-9999	No remarks
2017-06-20	SIL2_170620	SIL2	A	0	3	50	0	0	50	-9999	No remarks
2017-06-20	SIL2_170620	SIL2	B	0	3	50	0	0	50	-9999	No remarks
2017-06-20	SIL2_170620	SIL2	C	0	3	50	0	0	50	-9999	No remarks
2017-06-20	SIL2_170620	SIL2	D	0	3	50	0	0	50	-9999	No remarks
2017-06-20	SIL3_170620	SIL3	A	0	4	50	0	0	50	-9999	No remarks
2017-06-20	SIL3_170620	SIL3	B	0	4	50	0	0	50	-9999	No remarks
2017-06-20	SIL3_170620	SIL3	C	0	4	50	0	0	50	-9999	No remarks
2017-06-20	SIL3_170620	SIL3	D	0	4	50	0	0	50	-9999	No remarks
2017-06-27	SIL1_170627	SIL1	A	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL1_170627	SIL1	B	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL1_170627	SIL1	C	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL1_170627	SIL1	D	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL4_170627	SIL4	A	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL4_170627	SIL4	B	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL4_170627	SIL4	C	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL4_170627	SIL4	D	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL2_170627	SIL2	A	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL2_170627	SIL2	B	0	8	15	35	0	50	-9999	No remarks
2017-06-27	SIL2_170627	SIL2	C	0	8	6	44	0	50	-9999	No remarks
2017-06-27	SIL2_170627	SIL2	D	0	8	47	3	0	50	-9999	No remarks
2017-06-27	SIL3_170627	SIL3	A	0	8	2	48	0	50	-9999	No remarks
2017-06-27	SIL3_170627	SIL3	B	0	8	3	47	0	50	-9999	No remarks
2017-06-27	SIL3_170627	SIL3	C	0	8	50	0	0	50	-9999	No remarks
2017-06-27	SIL3_170627	SIL3	D	0	8	26	24	0	50	-9999	No remarks
2017-07-05	SIL1_170705	SIL1	A	0	1	46	4	0	50	-9999	No remarks
2017-07-05	SIL1_170705	SIL1	B	0	1	49	1	0	50	-9999	No remarks
2017-07-05	SIL1_170705	SIL1	C	0	1	50	0	0	50	-9999	No remarks
2017-07-05	SIL1_170705	SIL1	D	0	1	48	2	0	50	-9999	No remarks
2017-07-05	SIL4_170705	SIL4	A	0	1	35	14	1	50	-9999	No remarks
2017-07-05	SIL4_170705	SIL4	B	0	1	10	30	10	50	-9999	No remarks
2017-07-05	SIL4_170705	SIL4	C	0	1	18	30	2	50	-9999	No remarks
2017-07-05	SIL4_170705	SIL4	D	0	1	29	18	3	50	-9999	No remarks
2017-07-05	SIL2_170705	SIL2	A	0	1	40	7	3	50	-9999	No remarks
2017-07-05	SIL2_170705	SIL2	B	0	1	1	44	5	50	-9999	No remarks
2017-07-05	SIL2_170705	SIL2	C	0	1	0	0	50	50	-9999	No remarks
2017-07-05	SIL2_170705	SIL2	D	0	1	0	46	4	50	-9999	No remarks
2017-07-05	SIL3_170705	SIL3	A	0	1	0	0	50	50	-9999	No remarks
2017-07-05	SIL3_170705	SIL3	B	0	1	2	14	34	50	-9999	No remarks
2017-07-05	SIL3_170705	SIL3	C	0	1	12	18	20	50	-9999	No remarks
2017-07-05	SIL3_170705	SIL3	D	0	1	0	38	12	50	-9999	No remarks
2017-07-11	SIL1_170711	SIL1	A	0	0	3	37	10	50	-9999	No remarks
2017-07-11	SIL1_170711	SIL1	B	0	0	4	41	5	50	-9999	No remarks
2017-07-11	SIL1_170711	SIL1	C	0	0	0	27	23	50	-9999	No remarks
2017-07-11	SIL1_170711	SIL1	D	0	0	33	15	2	50	-9999	No remarks
2017-07-11	SIL4_170711	SIL4	A	0	1	6	6	38	50	-9999	No remarks
2017-07-11	SIL4_170711	SIL4	B	0	1	0	0	50	50	-9999	No remarks
2017-07-11	SIL4_170711	SIL4	C	0	1	6	5	39	50	-9999	No remarks
2017-07-11	SIL4_170711	SIL4	D	0	1	35	10	5	50	-9999	No remarks
2017-07-11	SIL2_170711	SIL2	A	0	1	19	17	14	50	-9999	No remarks
2017-07-11	SIL2_170711	SIL2	B	0	1	0	3	47	50	-9999	No remarks
2017-07-11	SIL2_170711	SIL2	C	0	1	0	0	50	50	-9999	No remarks
2017-07-11	SIL2_170711	SIL2	D	0	1	8	3	39	50	-9999	No remarks
2017-07-11	SIL3_170711	SIL3	A	0	1	0	0	50	50	-9999	No remarks
2017-07-11	SIL3_170711	SIL3	B	0	1	0	0	50	50	-9999	No remarks
2017-07-11	SIL3_170711	SIL3	C	0	1	17	7	26	50	-9999	No remarks
2017-07-11	SIL3_170711	SIL3	D	0	1	0	0	50	50	-9999	No remarks
2017-07-21	SIL1_170721	SIL1	A	0	0	1	0	37	38	-9999	No remarks
2017-07-21	SIL1_170721	SIL1	B	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL1_170721	SIL1	C	0	0	0	4	46	50	-9999	No remarks
2017-07-21	SIL1_170721	SIL1	D	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL4_170721	SIL4	A	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL4_170721	SIL4	B	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL4_170721	SIL4	C	0	0	1	0	49	50	-9999	No remarks
2017-07-21	SIL4_170721	SIL4	D	0	0	16	0	34	50	-9999	No remarks
2017-07-21	SIL2_170721	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL2_170721	SIL2	B	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL2_170721	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL2_170721	SIL2	D	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL3_170721	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL3_170721	SIL3	B	0	0	0	0	50	50	-9999	No remarks
2017-07-21	SIL3_170721	SIL3	C	0	0	3	0	47	50	-9999	No remarks
2017-07-21	SIL3_170721	SIL3	D	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL1_170728	SIL1	A	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL1_170728	SIL1	B	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL1_170728	SIL1	C	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL1_170728	SIL1	D	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL4_170728	SIL4	A	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL4_170728	SIL4	B	0	0	0	0	50	50	-9999	No remarks
2017-07-28	SIL4_170728	SIL4	C	0	0	0	0	50	50	-9999	No remarks
